Cruise,Station,Gear,FishNum,Family,Taxon,Idconfirm,GeneticID,FF,DatePro,PhotoNum,SL,FL,TL,Wt,TGW,EGW,GutMB,GutV.ID,SIA,FishBarcoding,Prey_Num,Prey_Taxon,Obs_Length,Mag,Actual_Length,TotalNumPrey,TotalPrey_gut,Date_MorphID,SwimBladder,Gonads,Gonwt,Sex,Gonadpreservative,Head,Comments,Comments_PostDissection,Gut_comments,Prey_Comments
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,2,Pteropoda,NA,NA,NA,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",likely cavolinioidea but shell too digested for ID or meas
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,1,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,3,Calanoid,1.7,0.8,2.13,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Cavolinioidea,NA,NA,NA,1,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,4,Cavolinioidea,3.1,0.8,3.88,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,DigCopepod,NA,NA,NA,1,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,5,DigCopepod,NA,NA,NA,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,6,Pteropoda,NA,NA,NA,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",likely cavolinioidea but shell too digested for ID or meas
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,2,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,7,Hyperiidea,3.5,0.8,4.38,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,8,Hyperiidea,NA,NA,NA,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,9,Euphausidacea,NA,NA,NA,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,NA,Decopod,NA,NA,NA,2,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,10,Decopod,3,0.8,3.75,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,49,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/27/2019,7557,44,NA,58,3.7439,0.4382,NA,N,Y,Y,Y,11,Decopod,3.5,0.8,4.38,NA,11,7/9/2020,?,Y,0.0273,F?,F-W-E,Y,NA,NA,"gut black at opening then white, v full.",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,3,5,7/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,1,Euphausidacea,NA,NA,NA,NA,5,7/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,2,Euphausidacea,NA,NA,NA,NA,5,7/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,3,Euphausidacea,NA,NA,NA,NA,5,7/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,2,5,7/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,4,Hyperiidea,NA,NA,NA,NA,5,7/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT4,50,Sternoptychidae,Argyropelecus aculeatus,Yes - visually PEC,NA,Y,8/28/2019,7558,37,NA,48,2.2319,0.272,NA,N,Y,Y,Y,5,Hyperiidea,NA,NA,NA,NA,5,7/20/2020,?,Y,0.008,F?,F-W-E,Y,Immature female? Could only find one lobe of gonad. Haven't found swimbladders in these hatchets yet.,NA,"foregut sphincter black, quickly fades into white, appears v full, copepod parasite, v small and red",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,4,6,6/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,1,UnknownSoft,NA,NA,NA,NA,6,6/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,2,UnknownSoft,NA,NA,NA,NA,6,6/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,NA,6,6/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,4,UnknownSoft,NA,NA,NA,NA,6,6/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,2,6,6/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,5,Euphausidacea,4.5,0.8,5.63,NA,6,6/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
HB1907,2,MWT5,51,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7559,151,NA,172,11.4235,0.4252,NA,N,Y,Y,Y,6,Euphausidacea,NA,NA,NA,NA,6,6/23/2020,NA,Y,0.0477,M,F-W-E,Y,"Body and jaw damaged, gut split in half, all parts saved in etoh.",NA,"gut broken open during dissetion, gut black, phychii clear/white",NA
HB1907,2,MWT5,53,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7561-62,190,NA,200,25.9601,0.7442,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,4,4,7/19/2020,NA,Y,0.0348,F,F-W-E,Y,NA,NA,Gut black,head only
HB1907,2,MWT5,53,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7561-62,190,NA,200,25.9601,0.7442,NA,N,Y,Y,Y,1,Euphausidacea,NA,NA,NA,NA,4,7/19/2020,NA,Y,0.0348,F,F-W-E,Y,NA,NA,Gut black,head only
HB1907,2,MWT5,53,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7561-62,190,NA,200,25.9601,0.7442,NA,N,Y,Y,Y,2,Euphausidacea,NA,NA,NA,NA,4,7/19/2020,NA,Y,0.0348,F,F-W-E,Y,NA,NA,Gut black,NA
HB1907,2,MWT5,53,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7561-62,190,NA,200,25.9601,0.7442,NA,N,Y,Y,Y,3,Euphausidacea,9.1,0.8,11.38,NA,4,7/19/2020,NA,Y,0.0348,F,F-W-E,Y,NA,NA,Gut black,NA
HB1907,2,MWT5,53,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,8/28/2019,7561-62,190,NA,200,25.9601,0.7442,NA,N,Y,Y,Y,4,Euphausidacea,7.5,0.8,9.38,NA,4,7/19/2020,NA,Y,0.0348,F,F-W-E,Y,NA,NA,Gut black,distinctly different spp from other 3 euphausids
HB1907,2,MWT5,55,Paralepididae,Arctozenus risso,Yes - visually PEC,NA,Y,8/28/2019,7564,85,NA,89,0.6826,0.0222,NA,N,Y,Y,Y,NA,DigHyperiid,NA,NA,NA,1,1,6/24/2020,NA,N,NA,?,NA,Y,NA,NA,GUT NOT black,NA
HB1907,2,MWT5,55,Paralepididae,Arctozenus risso,Yes - visually PEC,NA,Y,8/28/2019,7564,85,NA,89,0.6826,0.0222,NA,N,Y,Y,Y,1,DigHyperiid,NA,NA,NA,NA,1,6/24/2020,NA,N,NA,?,NA,Y,NA,NA,GUT NOT black,NA
HB1907,2,MWT5,56,Paralepididae,Arctozenus risso,Yes - visually PEC,NA,Y,8/28/2019,7565,103,NA,109,1.22,0.0344,NA,N,Y,Y,Y,NA,DigAmphipod,NA,NA,NA,1,1,6/24/2020,NA,N,NA,?,NA,Y,NA,NA,gut NOT black,NA
HB1907,2,MWT5,56,Paralepididae,Arctozenus risso,Yes - visually PEC,NA,Y,8/28/2019,7565,103,NA,109,1.22,0.0344,NA,N,Y,Y,Y,1,DigAmphipod,NA,NA,NA,NA,1,6/24/2020,NA,N,NA,?,NA,Y,NA,NA,gut NOT black,NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,1,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,1,Candacia,2.3,0.8,2.88,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,NA,Scolecithricidae,NA,NA,NA,1,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,2,Scolecithricidae,1.9,0.8,2.38,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,15,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,3,Calanoid,2.5,0.8,3.13,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,4,Calanoid,2.1,0.8,2.63,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,5,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,6,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,7,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,8,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,9,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,10,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,11,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,12,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,13,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,14,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,15,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,16,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,59,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,8/29/2019,7568,52,57,65,2.6433,0.145,NA,N,Y,Y,Y,17,Calanoid,NA,NA,NA,NA,17,6/23/2020,?,N,NA,?,NA,Y,NA,NA,"a lot of remains, obviopus copepod remains most numerous.",NA
HB1907,2,MWT5,61,Myctophidae,Ceratoscopelus warmingii,Yes - DNA,Ceratoscopelus warmingii,Y,8/29/2019,7570,59,NA,77,3.2378,0.1718,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,1,6,6/23/2020,DA,Y,0.0559,F,F-W-E,Y,NA,NA,Jar says myctophidae and genus spp is C. warmingii,NA
HB1907,2,MWT5,61,Myctophidae,Ceratoscopelus warmingii,Yes - DNA,Ceratoscopelus warmingii,Y,8/29/2019,7570,59,NA,77,3.2378,0.1718,NA,N,Y,Y,Y,1,UnknownSoft,NA,NA,NA,NA,6,6/23/2020,DA,Y,0.0559,F,F-W-E,Y,NA,NA,Jar says myctophidae and genus spp is C. warmingii,NA
HB1907,2,MWT5,61,Myctophidae,Ceratoscopelus warmingii,Yes - DNA,Ceratoscopelus warmingii,Y,8/29/2019,7570,59,NA,77,3.2378,0.1718,NA,N,Y,Y,Y,NA,Euphausidacea,NA,NA,NA,1,6,6/23/2020,DA,Y,0.0559,F,F-W-E,Y,NA,NA,Jar says myctophidae and genus spp is C. warmingii,NA
HB1907,2,MWT5,61,Myctophidae,Ceratoscopelus warmingii,Yes - DNA,Ceratoscopelus warmingii,Y,8/29/2019,7570,59,NA,77,3.2378,0.1718,NA,N,Y,Y,Y,2,Euphausidacea,NA,NA,NA,NA,6,6/23/2020,DA,Y,0.0559,F,F-W-E,Y,NA,NA,Jar says myctophidae and genus spp is C. warmingii,NA
HB1907,2,MWT5,61,Myctophidae,Ceratoscopelus warmingii,Yes - DNA,Ceratoscopelus warmingii,Y,8/29/2019,7570,59,NA,77,3.2378,0.1718,NA,N,Y,Y,Y,NA,DigCopepod,NA,NA,NA,1,6,6/23/2020,DA,Y,0.0559,F,F-W-E,Y,NA,NA,Jar says myctophidae and genus spp is C. warmingii,NA
HB1907,2,MWT5,61,Myctophidae,Ceratoscopelus warmingii,Yes - DNA,Ceratoscopelus warmingii,Y,8/29/2019,7570,59,NA,77,3.2378,0.1718,NA,N,Y,Y,Y,3,DigCopepod,NA,NA,NA,NA,6,6/23/2020,DA,Y,0.0559,F,F-W-E,Y,NA,NA,Jar says myctophidae and genus spp is C. warmingii,NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,NA,Pleuromamma,NA,NA,NA,1,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,1,Pleuromamma,2.1,0.8,2.63,NA,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,2,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,2,UnknownSoft,NA,NA,NA,NA,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,3,UnknownSoft,NA,NA,NA,NA,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,NA,Copepod,NA,NA,NA,2,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,4,Copepod,3.8,2.5,1.44,NA,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,7,Copepod,5.1,2,2.45,NA,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,2,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,5,Appendicularian,2.3,0.8,2.88,NA,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
HB1907,2,MWT5,63,Myctophidae,Ceratoscopelus warmingii,Yes - visually PEC,NA,Y,8/29/2019,7573-74,60,NA,77,3.5637,0.199,NA,N,Y,Y,Y,10,Appendicularian,NA,NA,NA,NA,11,6/23/2020,DA,Y,0.1429,F,F-W-E,Y,eggs looks like could be well developed.,NA,"gut vial reads ""myctophidae""",NA
